,"ID","Block","Row","Column","Position","Raw intensity (mean) {Cy3}","Raw intensity (st.dev.) {Cy3}","Background (mean) {Cy3}","Background (st.dev.) {Cy3}","Net intensity (mean) {Cy3}"
1,"Cy3_Anchor-spot",1,1,1,"1-1:1","414,4875","47,292249","410,950617","44,233161","4,100833"
2,,1,1,2,"1-1:2","424,3125","48,785138","416,246914","39,396552","9,4325"
3,,1,1,3,"1-1:3","416,525","55,892749","971,283951","1511,89202",0
4,,1,1,4,"1-1:4","983,9125","1964,184852",1767,"2663,35453",0
5,,1,1,5,"1-1:5","474,5","220,386427","896,666667","1320,144632",0
6,,1,1,6,"1-1:6","461,4","199,134876","1718,54321","2439,887277",0
7,,1,1,7,"1-1:7","441,7","108,337424","665,753086","490,203696",0
8,,1,1,8,"1-1:8","440,15","162,218488","604,679012","399,198817",0
9,,1,1,9,"1-1:9","640,5375","763,512833","1002,444444","1105,499796",0
10,,1,1,10,"1-1:10","417,1875","115,493777","632,098765","478,960948",0
11,,1,1,11,"1-1:11",430,"170,751652","749,444444","580,897366",0
12,"Cy3_Anchor-spot",1,1,12,"1-1:12","443,2625","111,996241","964,111111","855,791067",0
13,,1,1,13,"1-1:13","414,0375","51,632451","663,679012","382,273587",0
14,"Cy3_Anchor-spot",1,1,14,"1-1:14","419,9875","58,887039","577,197531","293,096077",0
15,,1,1,15,"1-1:15","446,6625","131,728522","663,345679","510,635613",0
16,,1,1,16,"1-1:16","420,1125","55,24445","570,765432","648,124916",0
17,,1,1,17,"1-1:17","995,8375","2033,829819","1776,666667","2783,967151",0
18,,1,1,18,"1-1:18","531,6875","404,943803","660,345679","411,903725",0
19,,1,1,19,"1-1:19","469,075","215,421563","1927,160494","2692,685938",0
20,,1,1,20,"1-1:20","443,1375","126,274239","611,259259","371,016603",0
21,,1,1,21,"1-1:21","417,7375","62,563941","731,617284","609,571254",0
22,,1,1,22,"1-1:22","859,25","853,811032","1285,345679","1161,295959",0
23,,1,1,23,"1-1:23","1114,1125","549,021615","855,617284","508,487182","306,1925"
24,,1,1,24,"1-1:24","434,4875","102,318069","720,024691","498,528609",0
25,"Cy3_Anchor-spot",1,1,25,"1-1:25","441,4125","139,500619","1149,407407","990,104045",0
26,,1,2,1,"1-2:1","417,9625","46,974931","417,975309","56,641631","3,189167"
27,10292,1,2,2,"1-2:2","411,8375","46,193441","415,296296","40,571062",0
28,10304,1,2,3,"1-2:3","419,6375","45,467263","437,802469","167,275926","3,9575"
29,10310,1,2,4,"1-2:4","418,2125","40,655918","508,234568","271,459908",0
30,1067,1,2,5,"1-2:5","413,875","75,784066","820,580247","817,451923",0
31,1102,1,2,6,"1-2:6","553,0625","675,167965","2428,691358","3015,334681",0
32,114,1,2,7,"1-2:7","423,6625","124,867114","599,37037","321,995359",0
33,"117_1",1,2,8,"1-2:8","417,2","63,20399","550,728395","276,83673",0
34,152,1,2,9,"1-2:9","408,6","44,500206","658,91358","611,872989",0
35,"1527,1",1,2,10,"1-2:10","402,325","73,748765","529,17284","312,142107",0
36,"1566_2",1,2,11,"1-2:11","408,3375","44,494899","541,197531","366,069748",0
37,1595,1,2,12,"1-2:12","455,1625","185,236725","751,814815","970,908815",0
38,"Cy3_Anchor-spot",1,2,13,"1-2:13","408,0125","43,697607","555,222222","436,836525",0
39,,1,2,14,"1-2:14","419,9","65,337217","451,82716","120,176099",0
40,10292,1,2,15,"1-2:15","413,7125","58,081173","897,679012","1732,088225",0
41,10304,1,2,16,"1-2:16","445,2125","129,225805","8083,444444","17658,449078",0
42,10310,1,2,17,"1-2:17","422,5","66,580303","588,703704","410,11137",0
43,1067,1,2,18,"1-2:18",413,"52,459991","667,901235","486,823957",0
44,1102,1,2,19,"1-2:19","509,5125","538,542947","2691,925926","3423,325447",0
45,114,1,2,20,"1-2:20","423,5","66,06441","682,382716","476,780808",0
46,"117_1",1,2,21,"1-2:21","404,2625","43,48832","621,753086","438,056804",0
47,152,1,2,22,"1-2:22","423,9","53,647372","662,382716","449,057668",0
48,"1527,1",1,2,23,"1-2:23","611,7375","431,630402","572,518519","367,866929","83,8975"
49,"1566_2",1,2,24,"1-2:24","417,975","46,72434","546,975309","370,053982",0
50,1595,1,2,25,"1-2:25","419,15","65,687619",741,"805,013121",0
51,20112,1,3,1,"1-3:1","406,85","42,574165","422,654321","48,794252",0
52,20124,1,3,2,"1-3:2","415,2375","44,912078","419,580247","44,328282",0
53,20151,1,3,3,"1-3:3","420,5875","46,158147","694,777778","1956,007828",0
54,20155,1,3,4,"1-3:4","423,7125","46,815878","9487,407407","21035,624673",0
55,20343,1,3,5,"1-3:5","446,7625","194,593197","684,580247","842,88927",0
56,20371,1,3,6,"1-3:6","775,8875","1438,196198","1266,469136","2226,4739",0
57,20383,1,3,7,"1-3:7","417,4","79,727161","483,54321","319,490729",0
58,20400,1,3,8,"1-3:8","431,45","106,470641","464,481481","190,565482",0
59,"20555.2_1",1,3,9,"1-3:9","412,8","50,686278","514,975309","535,605661",0
60,"20558_3",1,3,10,"1-3:10","399,5125","46,51854","406,08642","45,733794",0
61,"20560_3",1,3,11,"1-3:11","398,75","46,515956","417,111111","48,734228",0
62,20562,1,3,12,"1-3:12","403,4625","41,925173","408,876543","38,155073",0
63,,1,3,13,"1-3:13","412,475","48,463996","418,209877","47,981433",0
64,20112,1,3,14,"1-3:14",419,"52,02896","420,395062","69,073815",0
65,20124,1,3,15,"1-3:15","428,2375","52,821707","10473,17284","21263,7532",0
66,20151,1,3,16,"1-3:16","1031,0125","2022,396557","3949,790123","10471,903298",0
67,20155,1,3,17,"1-3:17","424,675","51,773796","9244,740741","20707,713138",0
68,20343,1,3,18,"1-3:18","436,5","105,379843","536,45679","381,688061",0
69,20371,1,3,19,"1-3:19","721,625","1259,371085","1237,82716","2359,440886",0
70,20383,1,3,20,"1-3:20","437,3375","84,871003","513,111111","312,96753",0
71,20400,1,3,21,"1-3:21","419,35","63,970147","487,740741","248,640995",0
72,"20555.2_1",1,3,22,"1-3:22","401,6625","49,395573","430,728395","97,897397",0
73,"20558_3",1,3,23,"1-3:23","409,0375","45,310027","412,407407","47,629239",0
74,"20560_3",1,3,24,"1-3:24","403,0625","48,040949","420,049383","46,453176",0
75,20562,1,3,25,"1-3:25","414,7125","47,994777","412,209877","49,792247","2,7125"
76,20736,1,4,1,"1-4:1","428,0125","49,724683","409,049383","55,662353","21,639167"
77,20741,1,4,2,"1-4:2","406,125","45,582135","426,753086","52,822706",0
78,20749,1,4,3,"1-4:3","421,1875","39,323744","922,91358","2525,896233",0
79,20776,1,4,4,"1-4:4","1673,1375","5695,123027","5630,530864","15699,78294",0
80,21060,1,4,5,"1-4:5","916,4","741,362577","403,493827","50,74301","513,6"
81,21068,1,4,6,"1-4:6","1167,225","1141,413403","409,777778","46,599624","757,811667"
82,21073,1,4,7,"1-4:7","640,3125","369,428693","408,135802","41,784792","233,005833"
83,21087,1,4,8,"1-4:8","935,2125","676,580376","405,074074","54,036048","530,9325"
84,236,1,4,9,"1-4:9","940,65","706,659643","404,580247","46,002952","537,276667"
85,270,1,4,10,"1-4:10","748,525","430,78624","408,790123","47,890687","340,685"
86,"279_1",1,4,11,"1-4:11","505,7125","213,114648","408,024691","49,081558","99,045833"
87,282,1,4,12,"1-4:12","1475,825","1483,515392","416,790123","137,69175","1073,811667"
88,,1,4,13,"1-4:13","959,225","867,494559","589,518519","439,410489","421,878333"
89,20736,1,4,14,"1-4:14","490,5","132,893314","435,851852","110,328953","66,193333"
90,20741,1,4,15,"1-4:15","2203,25","3882,808727","7259,765432","17186,277979",0
91,20749,1,4,16,"1-4:16","464,3875","156,725309","9704,197531","20274,36995",0
92,20776,1,4,17,"1-4:17",1454,"5263,023915","5152,111111","14596,515276",0
93,21060,1,4,18,"1-4:18","916,525","757,765435","416,222222","47,380903","500,618333"
94,21068,1,4,19,"1-4:19","1005,2625","817,929351","407,740741","45,085136","598,3825"
95,21073,1,4,20,"1-4:20","701,0125","420,913278","406,753086","42,748839","294,439167"
96,21087,1,4,21,"1-4:21","983,9125","658,50362","419,197531","47,275104","564,125833"
97,236,1,4,22,"1-4:22","898,1625","632,911145","419,45679","46,853508","478,429167"
98,270,1,4,23,"1-4:23","758,575","430,568737","407,530864","44,864821","350,375"
99,"279_1",1,4,24,"1-4:24","598,0125","311,005901","417,555556","53,494159","181,065833"
100,282,1,4,25,"1-4:25","1571,875","1651,074268","441,555556","164,906716","1153,035"
101,"315.1_1",1,5,1,"1-5:1","411,525","41,560989","424,987654","48,985583",0
102,319,1,5,2,"1-5:2",412,"44,285895","428,839506","40,753054",0
103,341,1,5,3,"1-5:3","419,7","47,084196","415,925926","45,461461","4,9"
104,351,1,5,4,"1-5:4","515,475","373,275273","515,91358","359,540756","47,715"
105,40162,1,5,5,"1-5:5","488,175","181,653501",463,"156,448554","43,201667"
106,40181,1,5,6,"1-5:6","423,5625","66,819963","444,061728","91,487888",0
107,40196,1,5,7,"1-5:7","407,55","56,078133","442,469136","112,372493",0
108,40207,1,5,8,"1-5:8","429,5625","133,60672","533,641975","501,877383",0
109,"491_3",1,5,9,"1-5:9","439,6875","145,756915","583,493827","456,113915",0
110,50013,1,5,10,"1-5:10","412,8375","45,66816","511,333333","362,761113",0
111,50037,1,5,11,"1-5:11","400,35","42,56792","467,728395","171,237847",0
112,50080,1,5,12,"1-5:12","408,3","47,002936","470,938272","191,757226",0
113,,1,5,13,"1-5:13","410,675","41,88404","503,135802","192,371889",0
114,"315.1_1",1,5,14,"1-5:14","420,8875","46,11982","468,333333","138,8555",0
115,319,1,5,15,"1-5:15","414,225","49,672083","1258,382716","3078,494107",0
116,341,1,5,16,"1-5:16","2242,025","8250,772205","5481,777778","14842,296661",0
117,351,1,5,17,"1-5:17","501,1625","247,446731","478,654321","175,231644","45,2825"
118,40162,1,5,18,"1-5:18","500,675","288,068987","460,469136","163,653833","60,328333"
119,40181,1,5,19,"1-5:19",449,"89,927256","474,987654","175,826299",0
120,40196,1,5,20,"1-5:20","435,4625","98,700152","459,975309","207,147772","2,675833"
121,40207,1,5,21,"1-5:21","440,35","131,22848","570,567901","427,098728",0
122,"491_3",1,5,22,"1-5:22","462,25","170,960244","531,407407","303,510576",0
123,50013,1,5,23,"1-5:23","410,1375","49,654947","432,54321","118,13806",0
124,50037,1,5,24,"1-5:24","410,825","46,776813","509,037037","279,081863",0
125,50080,1,5,25,"1-5:25","413,475","53,197262","521,283951","255,89882",0
126,60007,1,6,1,"1-6:1","415,225","47,094028","422,333333","40,500309",0
127,60016,1,6,2,"1-6:2","418,55","44,669504","408,851852","46,544364","11,51"
128,60039,1,6,3,"1-6:3","414,85","42,690259","402,469136","39,209083","12,65"
129,60070,1,6,4,"1-6:4","409,95","50,083702","651,814815","639,034117",0
130,"60361_1",1,6,5,"1-6:5","413,5625","45,237445","526,592593","332,882253",0
131,60386,1,6,6,"1-6:6","423,5","61,865514","2879,925926","5689,896976",0
132,"60395_1",1,6,7,"1-6:7","404,1125","46,770107","455,481481","104,903183",0
133,60406,1,6,8,"1-6:8","408,5","49,326348","489,802469","208,929319",0
134,"695_1",1,6,9,"1-6:9","412,95","41,830853","549,358025","421,097444",0
135,70002,1,6,10,"1-6:10",411,"45,694362","1181,518519","1808,999952",0
136,70006,1,6,11,"1-6:11","406,2375","50,540432","549,839506","347,314679",0
137,70020,1,6,12,"1-6:12","434,9125","302,40773","505,777778","253,966139",0
138,,1,6,13,"1-6:13","413,4375","62,346286","2730,469136","8804,528636",0
139,60007,1,6,14,"1-6:14","552,65","537,992709","14053,617284","25742,56231",0
140,60016,1,6,15,"1-6:15","406,7375","50,953129","623,197531","453,252783",0
141,60039,1,6,16,"1-6:16","434,75","96,301938","436,506173","77,896746","3,483333"
142,60070,1,6,17,"1-6:17","420,1875","60,014153","541,938272","326,373994",0
143,"60361_1",1,6,18,"1-6:18","415,075","51,557213","536,938272","300,007931",0
144,60386,1,6,19,"1-6:19","442,0125","187,8569","2758,469136","5500,540062",0
145,"60395_1",1,6,20,"1-6:20","407,675","46,514942","482,567901","218,051997",0
146,60406,1,6,21,"1-6:21","403,45","45,654148","466,679012","145,486582",0
147,"695_1",1,6,22,"1-6:22","403,1125","54,483535","463,864198","174,357015",0
148,70002,1,6,23,"1-6:23","412,5","37,533445","1189,098765","1797,492702",0
149,70006,1,6,24,"1-6:24","402,8875","50,196826","573,580247","343,516807",0
150,70020,1,6,25,"1-6:25","403,8","46,824315","670,074074","517,973112",0
151,820,1,7,1,"1-7:1","417,65","47,771635","411,617284","43,557022","6,463333"
152,825,1,7,2,"1-7:2","416,525","37,876206","417,061728","39,910007",0
153,"839_1",1,7,3,"1-7:3","409,35","48,065383","415,679012","48,807742",0
154,862,1,7,4,"1-7:4","435,3625","96,404376","931,851852","1072,91428",0
155,"10230_1_MM",1,7,5,"1-7:5","428,9625","73,385827","1241,654321","1683,494581",0
156,"10255_MM",1,7,6,"1-7:6","1420,8125","4095,078365","1746,851852","3934,865185","246,159167"
157,"1027_MM",1,7,7,"1-7:7","418,675","81,929697","1590,82716","2444,489675",0
158,"10294_MM",1,7,8,"1-7:8","433,6125","234,093971","3152,765432","5714,915626",0
159,"10550_MM",1,7,9,"1-7:9","427,75","72,951952","1903,777778","3018,168389",0
160,"1065_1_MM",1,7,10,"1-7:10","493,7375","397,812428","926,765432","1479,325414",0
161,"11_MM",1,7,11,"1-7:11","412,3625","48,865158","542,17284","290,96803",0
162,"112_1_MM",1,7,12,"1-7:12","412,8375","51,260922","915,950617","1100,335709",0
163,,1,7,13,"1-7:13","487,3625","362,196403","3242,17284","10368,805596",0
164,820,1,7,14,"1-7:14","7826,55","19979,25647","8541,62963","20473,330948","1231,763333"
165,825,1,7,15,"1-7:15","415,425","78,139404","590,469136","397,767334",0
166,"839_1",1,7,16,"1-7:16","412,225","49,967578","422,777778","45,219741",0
167,862,1,7,17,"1-7:17","466,75","225,556779","928,197531","977,176307",0
168,"10230_1_MM",1,7,18,"1-7:18","427,4","57,752988","1416,962963","1956,699411",0
169,"10255_MM",1,7,19,"1-7:19","853,875","2542,172192","1808,91358","3961,178724",0
170,"1027_MM",1,7,20,"1-7:20","420,25","62,441568","1636,333333","2661,088795",0
171,"10294_MM",1,7,21,"1-7:21","402,6875","45,630767","4064,283951","7168,313962",0
172,"10550_MM",1,7,22,"1-7:22","419,2125","82,467898","1986,691358","3235,20969",0
173,"1065_1_MM",1,7,23,"1-7:23","453,4125","314,24157","1218,567901","2050,94544",0
174,"11_MM",1,7,24,"1-7:24","402,75","41,181752","583,074074","346,16787",0
175,"112_1_MM",1,7,25,"1-7:25","411,05","45,853896","1094,296296","1129,530604",0
176,"1527_MM",1,8,1,"1-8:1","420,8125","42,463415","416,37037","48,257757","5,2925"
177,"1566_2_MM",1,8,2,"1-8:2","421,5875","49,693158","418,975309","40,952709","2,454167"
178,"160_1_MM",1,8,3,"1-8:3","413,6","59,903002","1047,654321","3038,44724",0
179,"1633_MM",1,8,4,"1-8:4","689,9625","995,927116","8348,197531","15461,732077",0
180,"20152_MM",1,8,5,"1-8:5","908,725","1496,391017","965,395062","1201,22227","89,151667"
181,"20178_MM",1,8,6,"1-8:6","478,55","276,093449","587,012346","367,333176",0
182,"20188_MM",1,8,7,"1-8:7","730,175","1212,042107","4365,432099","6376,932042",0
183,"20199_MM",1,8,8,"1-8:8","1612,4625","3757,432041","3873,567901","5139,735888",0
184,"20445_MM",1,8,9,"1-8:9","1225,625","2422,3582","1567,518519","2396,525887",0
185,"20464_MM",1,8,10,"1-8:10","460,9","176,948509","587,654321","383,936979",0
186,"20487_MM",1,8,11,"1-8:11","427,625","90,021147","754,814815","654,600529",0
187,"20496_MM",1,8,12,"1-8:12","580,775","629,510519","2172,555556","2964,304008",0
188,,1,8,13,"1-8:13","441,625","127,965321","571,814815","270,330405",0
189,"1527_MM",1,8,14,"1-8:14","461,35","158,301035","614,617284","374,601207",0
190,"1566_2_MM",1,8,15,"1-8:15","434,8625","117,428971","568,728395","413,955614",0
191,"160_1_MM",1,8,16,"1-8:16","407,0875","39,441414","428,864198","92,649441",0
192,"1633_MM",1,8,17,"1-8:17","793,0125","2068,702844","8551,012346","15608,763719",0
193,"20152_MM",1,8,18,"1-8:18","788,1875","1204,924559","1123,209877","1624,916934",0
194,"20178_MM",1,8,19,"1-8:19","449,0875","169,348057","720,876543","532,8479",0
195,"20188_MM",1,8,20,"1-8:20","776,325","1459,717423","4112,814815","6630,43594",0
196,"20199_MM",1,8,21,"1-8:21","1382,8","3339,047717","4605,382716","5890,803123",0
197,"20445_MM",1,8,22,"1-8:22","1131,525","2298,963079","1648,950617","2691,354566",0
198,"20464_MM",1,8,23,"1-8:23","442,9","144,486923","600,765432","324,742139",0
199,"20487_MM",1,8,24,"1-8:24","422,9875","156,054153","733,506173","603,983384",0
200,"20496_MM",1,8,25,"1-8:25","467,6125","246,489042","2710,111111","3669,341685",0
201,"20630_MM",1,9,1,"1-9:1","407,95","46,083826","415,654321","49,558844",0
202,"20634_MM",1,9,2,"1-9:2","414,2","43,074678","413,012346","41,978713","1,173333"
203,"20653_MM",1,9,3,"1-9:3","424,325","46,178458","1446,493827","4156,403133",0
204,"20663_MM",1,9,4,"1-9:4","4034,4625","11296,542727","5124,765432","11907,298747","276,315833"
205,"20887_MM",1,9,5,"1-9:5","497,95","330,201776","659,419753","453,061802",0
206,"20921_MM",1,9,6,"1-9:6","428,8875","116,931224","536,283951","275,769888",0
207,"20931_MM",1,9,7,"1-9:7","1831,7375","4689,527011","2153,518519","4891,732784","363,9775"
208,"20950_MM",1,9,8,"1-9:8","1036,85","2152,02934","1429,407407","2377,781854",0
209,"21334_2_MM",1,9,9,"1-9:9","458,675","191,930484","659,469136","469,112675",0
210,"21359_MM",1,9,10,"1-9:10","431,7125","84,7718","1100,37037","1287,952294",0
211,"21378_MM",1,9,11,"1-9:11",449,"183,873512","694,074074","686,663341",0
212,"228_2_MM",1,9,12,"1-9:12","1094,4125","2263,785022","1361,209877","2316,843482",0
213,,1,9,13,"1-9:13","409,825","44,087306","703,962963","600,209098",0
214,"20630_MM",1,9,14,"1-9:14","446,0625","150,625308","583,407407","334,788843",0
215,"20634_MM",1,9,15,"1-9:15","411,2625","73,166836","527,209877","243,375929",0
216,"20653_MM",1,9,16,"1-9:16","413,55","45,984009","420,530864","100,442283","5,19"
217,"20663_MM",1,9,17,"1-9:17","3625,1125","10429,288889","5400,197531","12918,924486",0
218,"20887_MM",1,9,18,"1-9:18","435,875","84,626413","730,234568","621,759083",0
219,"20921_MM",1,9,19,"1-9:19","437,45","99,971882","663,679012","471,664309",0
220,"20931_MM",1,9,20,"1-9:20","1453,525","3840,413308","2111,950617","5204,036164","124,498333"
221,"20950_MM",1,9,21,"1-9:21","1085,2125","2381,986628","1660,320988","3041,552806",0
222,"21334_2_MM",1,9,22,"1-9:22","440,7375","138,813028","690,197531","532,88093",0
223,"21359_MM",1,9,23,"1-9:23","534,925","622,695179","1234,222222","1537,150115",0
224,"21378_MM",1,9,24,"1-9:24","437,575","105,231123","679,493827","605,352297",0
225,"228_2_MM",1,9,25,"1-9:25","813,6875","1801,314658","1817,185185","3102,113695",0
226,"30125_MM",1,10,1,"1-10:1","422,775","43,199559","418,08642","41,148268","6,015"
227,"30194_MM",1,10,2,"1-10:2","415,9875","46,700092","428,753086","70,539799",0
228,"315_MM",1,10,3,"1-10:3","414,4","49,653636","488,234568","261,425815",0
229,"315.2_MM",1,10,4,"1-10:4","422,5375","111,379945","680,481481","567,800628",0
230,"40154_MM",1,10,5,"1-10:5","451,125","209,558389","536,666667","258,809969",0
231,"40181_MM",1,10,6,"1-10:6","410,8375","45,397665","604,469136","611,679902",0
232,"40196_MM",1,10,7,"1-10:7","397,875","39,936778","586,814815","324,421297",0
233,"40207_MM",1,10,8,"1-10:8","416,2125","79,852981","578,691358","330,213213",0
234,"50038_MM",1,10,9,"1-10:9","406,7","51,194936","644,234568","515,448889",0
235,"50086_MM",1,10,10,"1-10:10","427,175","167,120647","846,91358","981,760106",0
236,"50153_MM",1,10,11,"1-10:11","420,65","51,284538","606,864198","436,501224",0
237,"517_MM",1,10,12,"1-10:12","411,925","74,421274","592,925926","328,044348",0
238,,1,10,13,"1-10:13","416,2875","61,490597","692,938272","486,659489",0
239,"30125_MM",1,10,14,"1-10:14","417,05","65,055556","609,469136","355,394608",0
240,"30194_MM",1,10,15,"1-10:15","432,775","64,042307","519,493827","179,170458",0
241,"315_MM",1,10,16,"1-10:16","422,5625","50,999589","419,111111","63,167832","7,8825"
242,"315.2_MM",1,10,17,"1-10:17","455,3875","99,25756","643,135802","389,691344",0
243,"40154_MM",1,10,18,"1-10:18","431,3625","82,288508","564,740741","330,326572",0
244,"40181_MM",1,10,19,"1-10:19","412,975","43,025449","498,716049","180,74521",0
245,"40196_MM",1,10,20,"1-10:20","419,0125","91,750279","587,530864","340,259536",0
246,"40207_MM",1,10,21,"1-10:21","405,5125","59,258497","621,91358","344,871614",0
247,"50038_MM",1,10,22,"1-10:22","418,8625","104,25064","577,641975","336,931347",0
248,"50086_MM",1,10,23,"1-10:23","420,525","86,724644","875,345679","1140,029475",0
249,"50153_MM",1,10,24,"1-10:24","415,0375","115,182458","617,617284","405,577076",0
250,"517_MM",1,10,25,"1-10:25","420,925","51,937834","664,308642","440,182225",0
251,"60084_MM",1,11,1,"1-11:1","409,1625","46,474014","422,358025","49,464965",0
252,"60110_MM",1,11,2,"1-11:2","417,4125","51,952435","414,333333","53,309005","7,065833"
253,"60142_MM",1,11,3,"1-11:3","426,825","43,206532","459,209877","213,046164",0
254,"60154_MM",1,11,4,"1-11:4","436,05","121,91841","608,506173","424,259623",0
255,"60510_MM",1,11,5,"1-11:5","420,6875","47,091238","527,950617","183,440583",0
256,"60557_MM",1,11,6,"1-11:6","440,4875","64,824592","609,987654","504,039867",0
257,"60586_MM",1,11,7,"1-11:7","413,0625","50,909536","1310,580247","1640,876693",0
258,"610_MM",1,11,8,"1-11:8","452,075","155,735883","517,259259","228,73996",0
259,"739_MM",1,11,9,"1-11:9","411,4625","52,39068","627,938272","453,916907",0
260,"755_MM",1,11,10,"1-11:10","424,9125","81,937332","575,296296","307,162841",0
261,"771_1_MM",1,11,11,"1-11:11","432,8375","80,478701","592,049383","421,38806",0
262,"783.1_MM",1,11,12,"1-11:12","436,6","154,479412","589,17284","311,855687",0
263,,1,11,13,"1-11:13","424,8125","61,217829","699,012346","457,725532",0
264,"60084_MM",1,11,14,"1-11:14","467,8625","220,927719","574,061728","302,720512",0
265,"60110_MM",1,11,15,"1-11:15","418,5625","97,852232","472,691358","156,224489",0
266,"60142_MM",1,11,16,"1-11:16","399,2","44,64782",423,"155,560197",0
267,"60154_MM",1,11,17,"1-11:17","433,675","104,631696","610,444444","448,199927",0
268,"60510_MM",1,11,18,"1-11:18","417,8125","69,8764","514,728395","226,394568",0
269,"60557_MM",1,11,19,"1-11:19","430,1125","64,201028","639,333333","596,937392",0
270,"60586_MM",1,11,20,"1-11:20","415,7375","52,324146","1328,024691","1680,73321",0
271,"610_MM",1,11,21,"1-11:21","448,1375","171,693777","579,839506","322,731175",0
272,"739_MM",1,11,22,"1-11:22","411,45","52,657936","523,111111","246,783306",0
273,"755_MM",1,11,23,"1-11:23","415,7125","47,625436","568,222222","283,35746",0
274,"771_1_MM",1,11,24,"1-11:24","430,0875","88,589395","570,049383","271,444327",0
275,"783.1_MM",1,11,25,"1-11:25","419,725","80,524542","631,111111","375,029466",0
276,,1,12,1,"1-12:1","419,8875","50,247991","415,160494","49,099251","5,6875"
277,900001,1,12,2,"1-12:2","429,7625","45,223844","411,111111","41,093491","19,0825"
278,"900001_AS",1,12,3,"1-12:3","417,1625","45,754558","753,345679","1115,77955",0
279,"900002_MM3",1,12,4,"1-12:4","437,9125","107,690155","2250,506173","3405,873578",0
280,"900003_MM2",1,12,5,"1-12:5","441,05","64,094254","627,54321","363,307895",0
281,"unknown",1,12,6,"1-12:6","414,15","47,312883","622,432099","430,696063",0
282,,1,12,7,"1-12:7","687,6375","971,520226","956,234568","1147,162764",0
283,,1,12,8,"1-12:8","417,675","71,178822","537,777778","314,106988",0
284,,1,12,9,"1-12:9","410,9","55,32404","1133,567901","1357,411939",0
285,,1,12,10,"1-12:10","470,775","270,75983","502,246914","276,862761","6,321667"
286,,1,12,11,"1-12:11","431,375","129,19756","620,901235","413,003105",0
287,,1,12,12,"1-12:12","440,3375","154,73783","660,592593","364,120645",0
288,"Cy3_Anchor-spot",1,12,13,"1-12:13","437,875","153,14859","668,432099","379,803829",0
289,,1,12,14,"1-12:14","455,2375","107,749386","637,592593","370,116596",0
290,900001,1,12,15,"1-12:15","423,6375","99,244902","683,345679","479,854435",0
291,"900001_AS",1,12,16,"1-12:16","408,0625","46,156954","499,382716","433,94359",0
292,"900002_MM3",1,12,17,"1-12:17","443,1125","75,65963","2217,271605","3243,578695",0
293,"900003_MM2",1,12,18,"1-12:18","407,425","51,69403","623,790123","396,898971",0
294,"unknown",1,12,19,"1-12:19","423,8","60,826252","782,679012","719,606799",0
295,,1,12,20,"1-12:20","645,5","919,326776","1058,222222","1277,51047",0
296,,1,12,21,"1-12:21","425,3","87,488213","579,17284","351,318153",0
297,,1,12,22,"1-12:22","454,625","293,217091","1172,271605","1454,117353",0
298,,1,12,23,"1-12:23","450,2125","115,588609","623,691358","374,573913",0
299,,1,12,24,"1-12:24","424,1625","53,453267","663,950617","444,84334",0
300,,1,12,25,"1-12:25","416,3375","54,319482","648,395062","329,871213",0
301,"Cy3_Anchor-spot",1,13,1,"1-13:1","418,9125","47,659975","410,962963","45,134644","9,365833"
302,,1,13,2,"1-13:2","410,45","48,173447","419,481481","46,577116",0
303,,1,13,3,"1-13:3","421,8625","56,184539","894,209877","1369,726704",0
304,,1,13,4,"1-13:4","1051,1","2053,206486","1754,654321","3057,470806",0
305,,1,13,5,"1-13:5","480,65","247,365875","747,716049","614,350495",0
306,,1,13,6,"1-13:6","464,7625","183,570029","2109,666667","3289,273833",0
307,,1,13,7,"1-13:7","435,7125","132,156715","606,358025","338,823712",0
308,,1,13,8,"1-13:8","415,7","48,339359","659,296296","455,527865",0
309,,1,13,9,"1-13:9","603,55","765,256835","1018,012346","1091,982961",0
310,,1,13,10,"1-13:10","414,4125","52,059288","581,888889","425,413182",0
311,,1,13,11,"1-13:11","444,35","118,456006","631,888889","332,837798",0
312,"Cy3_Anchor-spot",1,13,12,"1-13:12","446,2625","239,133814","882,45679","792,835561",0
313,,1,13,13,"1-13:13","435,9875","167,224665","694,679012","549,787296",0
314,"Cy3_Anchor-spot",1,13,14,"1-13:14","454,1125","182,427027","549,82716","198,897762",0
315,,1,13,15,"1-13:15","455,6","226,572457","772,333333","817,268866",0
316,,1,13,16,"1-13:16","408,35","52,748532","555,91358","632,546662",0
317,,1,13,17,"1-13:17","868,5375","1681,899739","1636,234568","2557,682854",0
318,,1,13,18,"1-13:18","565,3375","864,849221","658,814815","497,897457",0
319,,1,13,19,"1-13:19","466,875","224,709961","1982,876543","2841,079035",0
320,,1,13,20,"1-13:20","452,6625","140,756001","598,444444","350,581018",0
321,,1,13,21,"1-13:21","404,775","40,616756","671,82716","515,025965",0
322,,1,13,22,"1-13:22","671,5625","873,824517","991,790123","1095,254967",0
323,,1,13,23,"1-13:23","412,0625","46,710892","675,061728","440,136835",0
324,,1,13,24,"1-13:24","427,85","86,031213","643,012346","402,611242",0
325,"Cy3_Anchor-spot",1,13,25,"1-13:25","426,35","65,285372","1094,839506","1075,273936",0
326,,1,14,1,"1-14:1","415,4375","45,010503","418,259259","43,487865",0
327,10292,1,14,2,"1-14:2","412,4","49,362672","426,604938","59,594815",0
328,10304,1,14,3,"1-14:3","413,75","52,064347","446,851852","67,273715",0
